make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb(l/100km),fuel_consumption_comb(mpg),co2_emissions
5,74,0,3.0,6,0,4,11.4,7.3,9.6,29,221
5,74,0,3.0,6,4,4,11.8,7.9,10.0,28,230
5,76,0,3.0,6,0,4,11.7,7.8,9.9,29,228
5,76,0,3.0,6,4,4,11.9,8.3,10.3,27,237
5,77,1,3.0,6,0,4,11.9,8.0,10.1,28,232
5,87,0,2.0,4,0,4,10.0,6.5,8.4,34,193
5,87,0,2.0,4,4,4,10.4,6.7,8.7,32,200
5,90,0,2.0,4,0,4,10.6,7.2,9.1,31,209
5,100,0,3.0,6,0,4,11.4,7.3,9.6,29,221
5,100,0,3.0,6,4,4,11.8,7.9,10.0,28,230
5,103,0,3.0,6,0,4,11.7,7.8,9.9,29,228
5,103,0,3.0,6,4,4,11.9,8.3,10.3,27,237
5,135,2,2.0,4,0,4,10.2,7.0,8.8,32,202
5,137,2,2.0,4,0,4,10.6,7.2,9.1,31,209
5,142,2,3.0,6,0,0,9.2,6.4,7.9,36,213
5,144,2,3.0,6,0,4,11.9,8.0,10.1,28,232
5,145,1,3.0,6,0,4,12.5,8.6,10.7,26,246
5,150,2,4.4,8,0,4,14.4,9.6,12.2,23,281
5,151,1,4.4,8,0,4,15.0,9.8,12.7,22,292
5,154,0,3.0,6,0,4,11.9,8.0,10.1,28,232
5,158,10,4.4,8,0,4,15.0,9.8,12.7,22,292
5,159,0,4.4,8,0,4,14.4,9.6,12.2,23,281
5,160,0,4.4,8,0,4,15.0,9.8,12.7,22,292
5,163,1,3.0,6,0,4,12.5,8.6,10.7,26,246
5,169,1,4.4,8,0,4,15.0,9.8,12.7,22,292
5,165,1,4.4,8,0,4,15.0,9.8,12.7,22,292
5,174,1,6.0,12,0,4,18.7,11.5,15.5,18,356
5,268,0,3.0,6,0,4,9.2,7.1,8.3,34,191
5,269,2,3.0,6,0,4,10.5,7.9,9.3,30,214
5,270,1,3.0,6,0,4,10.5,7.6,9.2,31,212
5,274,1,4.4,8,0,4,15.0,9.8,12.7,22,292
5,275,1,4.4,8,0,4,15.0,9.8,12.7,22,292
5,1152,2,4.4,8,1,4,17.3,11.5,14.7,19,338
5,1152,2,4.4,8,4,4,16.2,10.9,13.8,20,317
5,1159,0,4.4,8,1,4,17.3,11.5,14.7,19,338
5,1159,0,4.4,8,4,4,16.2,10.9,13.8,20,317
5,1160,10,4.4,8,1,4,17.3,11.5,14.7,19,338
5,1160,10,4.4,8,4,4,16.2,10.9,13.8,20,317
5,1162,0,4.4,8,1,4,17.3,11.5,14.7,19,338
5,1162,0,4.4,8,4,4,16.2,10.9,13.8,20,317
5,1858,11,2.0,4,0,4,10.6,7.2,9.1,31,209
5,1859,11,3.0,6,0,4,13.2,8.9,11.3,25,260
5,1868,11,2.0,4,0,4,11.2,8.5,10.0,28,230
5,1870,11,3.0,6,0,4,12.6,9.1,11.0,26,253
5,1881,12,3.0,6,0,4,12.9,8.8,11.1,25,255
5,1882,12,4.4,8,0,4,16.3,10.9,13.9,20,320
5,1885,12,4.4,8,0,4,18.1,13.7,16.1,18,370
5,1887,12,3.0,6,0,4,13.6,9.8,11.9,24,274
5,1888,12,4.4,8,0,4,16.4,11.3,14.1,20,324
5,1989,13,2.0,4,0,4,10.8,7.1,9.1,31,209
5,1989,13,2.0,4,4,4,10.4,6.7,8.7,32,200
5,1990,13,3.0,6,1,4,13.7,10.1,12.1,23,278
5,1990,13,3.0,6,4,4,12.7,9.0,11.0,26,253
5,1991,13,3.0,6,1,4,13.7,10.1,12.1,23,278
6,747,12,3.6,6,0,3,14.3,9.9,12.3,23,283
6,748,12,3.6,6,0,3,14.6,10.2,12.6,22,290
6,749,11,1.4,4,2,3,9.5,7.2,8.5,33,196
6,753,11,1.4,4,2,3,10.2,8.0,9.2,31,212
6,1089,2,3.6,6,2,3,13.7,8.7,11.5,25,264
6,1089,2,3.6,6,2,1,18.4,12.2,15.6,18,250
6,1090,2,3.6,6,2,3,13.7,8.9,11.5,25,264
6,1090,2,3.6,6,2,1,19.4,13.0,16.5,17,264
6,1093,2,2.4,4,2,3,9.6,6.5,8.2,34,189
6,1451,2,2.0,4,2,4,11.5,7.9,9.9,29,228
6,1451,2,2.0,4,4,4,11.6,7.5,9.8,29,225
6,1452,2,2.0,4,2,4,12.3,8.7,10.7,26,246
6,1453,2,2.4,4,2,3,9.6,6.5,8.2,34,189
6,1824,0,2.0,4,2,4,11.5,7.9,9.9,29,228
6,1824,0,2.0,4,4,4,11.6,7.5,9.8,29,225
6,1824,0,2.4,4,2,3,11.3,7.4,9.5,30,218
7,358,0,2.0,4,2,4,11.3,7.5,9.6,29,221
7,358,0,2.0,4,4,4,12.1,7.9,10.2,28,235
7,358,0,2.5,4,2,3,10.5,7.2,9.0,31,207
7,358,0,3.6,6,2,3,12.8,8.5,10.9,26,251
7,359,0,2.0,4,2,4,11.8,8.1,10.1,28,232
7,359,0,3.6,6,2,3,13.1,9.0,11.3,25,260
7,572,2,3.6,6,2,3,13.2,8.7,11.2,25,258
7,573,2,3.6,6,2,3,13.3,9.0,11.4,25,262
7,574,2,2.0,4,2,4,11.9,7.9,10.1,28,232
7,574,2,3.6,6,2,3,12.9,8.2,10.8,26,248
7,575,2,2.0,4,2,4,12.6,8.5,10.8,26,248
7,575,2,3.6,6,2,3,13.1,9.0,11.3,25,260
7,576,2,3.6,6,2,4,15.1,9.9,12.8,22,294
7,577,9,3.0,6,2,3,12.7,8.9,11.0,26,253
7,577,9,3.6,6,2,3,13.3,8.9,11.3,25,260
7,578,9,3.0,6,2,3,12.8,9.1,11.1,25,255
7,578,9,3.6,6,2,3,13.3,9.0,11.4,25,262
7,581,2,6.2,8,2,4,19.7,12.9,16.6,17,382
7,581,2,6.2,8,4,4,16.7,12.5,14.8,19,340
7,582,2,6.2,8,2,4,19.7,12.9,16.6,17,382
7,582,2,6.2,8,4,4,16.7,12.5,14.8,19,340
7,583,9,6.2,8,2,4,19.7,12.9,16.6,17,382
7,583,9,6.2,8,4,4,16.7,12.5,14.8,19,340
7,770,12,6.2,8,0,4,17.0,11.8,14.7,19,338
7,772,12,6.2,8,0,4,18.8,13.4,16.4,17,377
7,1638,12,3.6,6,2,3,14.3,9.8,12.3,23,283
7,1639,12,3.6,6,2,3,14.8,10.4,12.8,22,294
7,1957,1,3.6,6,2,3,13.6,8.6,11.4,25,262
7,1958,1,3.6,6,2,3,14.0,9.1,11.8,24,271
7,1959,1,3.6,6,2,4,14.8,9.8,12.6,22,290
8,428,0,3.6,6,2,3,13.2,8.7,11.2,25,258
8,428,0,3.6,6,4,3,14.2,8.6,11.7,24,269
8,429,0,3.6,6,2,3,12.7,7.9,10.5,27,242
8,430,0,6.2,8,2,4,15.3,9.8,12.8,22,294
8,430,0,6.2,8,4,4,15.0,9.9,12.7,22,292
8,432,0,6.2,8,2,4,19.7,12.9,16.6,17,382
8,432,0,6.2,8,4,4,16.7,12.5,14.8,19,340
8,543,13,6.2,8,2,4,14.9,8.5,12.0,24,276
8,543,13,6.2,8,4,4,13.7,8.2,11.2,25,258
8,550,2,1.4,4,2,3,9.1,6.3,7.8,36,179
8,550,2,1.4,4,4,3,9.1,6.3,7.8,36,179
8,550,2,1.8,4,2,3,10.5,6.7,8.8,32,202
8,550,2,1.8,4,4,3,9.5,6.5,8.2,34,189
8,551,2,2.0,4,2,0,8.7,5.1,7.1,40,192
8,552,2,1.4,4,0,3,9.1,6.0,7.7,37,177
8,552,2,1.4,4,4,3,8.4,5.6,7.1,40,163
8,761,11,2.4,4,0,3,10.5,7.3,9.1,31,209
8,761,11,3.6,6,0,3,13.9,9.6,12.0,24,276
8,761,11,3.6,6,0,1,18.8,13.1,16.2,17,259
8,762,11,2.4,4,0,3,11.5,8.2,10.0,28,230
8,762,11,3.6,6,0,3,14.8,9.9,12.6,22,290
8,762,11,3.6,6,0,1,19.8,13.6,17.0,17,272
8,785,14,4.3,6,0,3,17.1,12.7,15.1,19,347
8,785,14,5.3,8,0,3,18.0,13.4,15.9,18,366
8,786,14,5.3,8,0,3,18.3,14.2,16.5,17,380
8,787,14,5.3,8,0,3,18.6,13.9,16.5,17,380
8,788,14,5.3,8,0,3,18.3,14.2,16.5,17,380
8,789,15,5.3,8,0,3,18.6,13.9,16.5,17,380
8,790,15,5.3,8,0,3,18.3,14.2,16.5,17,380
8,1033,1,2.5,4,2,3,11.3,7.5,9.6,29,221
8,1033,1,3.6,6,2,3,12.6,8.2,10.6,27,244
8,1033,1,3.6,6,2,1,16.7,11.3,14.3,20,229
8,1035,1,2.4,4,2,3,10.0,7.0,8.7,32,200
8,1181,2,2.0,4,2,4,11.5,7.9,9.9,29,228
8,1181,2,2.5,4,2,3,9.3,6.4,8.0,35,184
8,1286,11,2.4,4,2,3,12.2,8.6,10.6,27,244
8,1286,11,2.4,4,4,3,11.8,8.3,10.2,28,235
8,1597,6,4.3,6,0,3,13.4,9.9,11.8,24,271
8,1597,6,4.3,6,0,1,18.9,14.2,16.8,17,269
8,1597,6,5.3,8,0,3,14.6,10.3,12.7,22,292
8,1597,6,5.3,8,0,1,19.5,13.7,16.9,17,270
8,1597,6,6.2,8,0,4,16.3,11.4,14.1,20,324
8,1598,6,4.3,6,0,3,14.2,10.6,12.6,22,290
8,1598,6,5.3,8,0,3,14.9,10.6,13.0,22,299
8,1598,6,6.2,8,0,4,16.4,11.7,14.3,20,329
8,1621,0,1.4,4,2,3,9.1,6.7,8.0,35,184
8,1621,0,1.4,4,4,3,8.5,6.2,7.5,38,173
8,1621,0,1.8,4,2,3,9.6,6.6,8.3,34,191
8,1621,0,1.8,4,4,3,8.9,6.7,7.9,36,182
8,1624,0,1.4,4,2,3,9.4,7.0,8.3,34,191
8,1624,0,1.4,4,4,3,8.8,7.0,8.0,35,184
8,1622,2,1.4,4,2,3,9.1,6.7,8.0,35,184
8,1622,2,1.4,4,4,3,8.5,6.2,7.5,38,172
8,1622,2,1.8,4,2,3,9.6,6.6,8.3,34,191
8,1622,2,1.8,4,4,3,8.9,6.7,7.9,36,182
8,1623,2,1.4,4,2,3,9.4,7.0,8.3,34,191
8,1623,2,1.4,4,4,3,8.8,7.0,8.0,35,184
8,1633,10,1.2,4,3,3,7.7,6.0,6.9,41,159
8,1633,10,1.2,4,4,3,7.6,6.0,6.9,41,159
8,1643,12,5.3,8,0,3,16.0,11.1,13.8,20,317
8,1644,12,5.3,8,0,3,16.0,11.1,13.8,20,317
8,1708,12,5.3,8,0,3,16.0,11.1,13.8,20,317
8,1709,12,5.3,8,0,3,16.0,11.1,13.8,20,317
8,1743,12,3.6,6,0,3,14.3,9.9,12.3,23,283
8,1744,12,3.6,6,0,3,14.6,10.2,12.6,22,290
8,1745,11,1.4,4,2,3,9.4,7.1,8.4,34,193
8,1745,11,1.4,4,4,3,9.1,6.8,8.1,35,186
8,1747,11,1.4,4,2,3,10.0,7.8,9.0,31,207
9,47,1,3.6,6,0,3,12.4,7.7,10.3,27,237
9,28,0,2.4,4,0,3,11.7,8.2,10.1,28,232
9,28,0,2.4,4,0,3,12.9,8.1,10.7,26,246
9,29,0,3.6,6,0,3,12.5,8.1,10.5,27,242
9,29,0,3.6,6,0,1,17.0,11.2,14.4,20,230
9,31,2,2.4,4,0,3,11.2,8.0,9.8,29,225
9,31,2,2.4,4,0,3,12.0,7.6,10.0,28,230
9,32,2,3.6,6,0,3,12.5,8.1,10.5,27,242
9,32,2,3.6,6,0,1,17.0,11.2,14.4,20,230
9,48,1,5.7,8,0,3,15.8,9.2,12.8,22,294
9,49,1,3.6,6,0,3,12.8,8.6,10.9,26,251
9,50,1,5.7,8,0,3,16.1,10.0,13.4,21,308
9,51,1,3.6,6,0,3,12.8,8.6,10.9,26,251
9,51,1,3.6,6,0,1,17.3,11.7,14.8,19,237
9,52,1,3.6,6,0,3,12.4,7.7,10.3,27,237
9,52,1,3.6,6,0,1,16.8,10.3,13.9,20,222
9,53,1,6.4,8,0,4,16.7,10.3,13.8,20,317
9,1733,4,3.6,6,0,3,14.1,9.5,12.0,24,276
9,1733,4,3.6,6,0,1,19.7,13.3,16.8,17,269
10,362,2,2.4,4,0,3,11.2,8.0,9.8,29,225
10,362,2,2.4,4,0,3,12.0,7.6,10.0,28,230
10,363,2,3.6,6,0,3,12.5,8.1,10.5,27,242
10,363,2,3.6,6,0,1,17.0,11.2,14.4,20,230
10,456,2,3.6,6,0,3,13.2,8.7,11.2,25,258
10,456,2,5.7,8,4,3,15.6,10.0,13.1,22,301
10,457,2,5.7,8,0,3,15.8,9.2,12.8,22,294
10,461,2,6.4,8,4,4,16.8,10.4,13.9,20,320
10,462,2,6.4,8,0,4,16.7,10.3,13.8,20,317
10,465,1,3.6,6,0,3,13.2,8.7,11.2,25,258
10,465,1,3.6,6,0,3,12.4,7.7,10.3,27,237
10,466,1,5.7,8,0,3,15.8,9.2,12.8,22,294
10,467,1,3.6,6,0,3,12.8,8.6,10.9,26,251
10,468,1,5.7,8,0,3,16.1,10.0,13.4,21,308
10,469,1,3.6,6,0,3,12.8,8.6,10.9,26,251
10,469,1,3.6,6,0,1,17.3,11.7,14.8,19,237
10,470,1,3.6,6,0,3,13.2,8.7,11.2,25,258
10,470,1,3.6,6,0,1,18.3,12.6,15.7,18,251
10,470,1,3.6,6,0,3,12.3,7.6,10.2,28,235
10,470,1,3.6,6,0,1,16.8,10.3,13.9,20,222
10,471,1,6.4,8,0,4,16.7,10.3,13.8,20,317
10,683,2,2.0,4,4,3,9.4,6.5,8.1,35,186
10,683,2,2.4,4,0,3,10.1,6.8,8.6,33,198
10,683,2,2.4,4,4,3,10.5,6.7,8.8,32,202
10,684,2,2.0,4,0,3,9.9,7.0,8.6,33,198
10,684,2,2.0,4,0,1,14.2,9.8,12.2,23,195
10,685,2,2.4,4,0,3,10.6,7.5,9.2,31,212
10,685,2,2.4,4,4,3,10.2,7.0,8.8,32,202
10,686,2,1.4,4,1,3,8.4,5.9,7.3,39,168
10,686,2,1.4,4,4,3,8.5,5.8,7.3,39,168
10,696,12,5.7,8,0,3,17.3,10.8,14.4,20,331
10,697,12,3.6,6,0,3,13.9,9.8,12.1,23,278
10,697,12,3.6,6,0,1,17.7,13.0,15.6,18,250
10,965,4,3.6,6,0,3,13.7,9.4,11.8,24,271
10,965,4,3.6,6,0,1,19.2,13.1,16.5,17,264
10,1066,11,2.4,4,0,3,12.7,9.1,11.1,25,255
10,1067,11,3.6,6,0,3,14.5,9.9,12.4,23,285
10,1068,11,3.6,6,0,3,14.2,9.4,12.0,24,276
10,1068,11,3.6,6,0,1,18.9,12.9,16.2,17,259
11,125,3,1.4,4,4,3,8.5,6.9,7.8,36,179
11,126,3,1.4,4,4,3,8.5,6.9,7.8,36,179
11,127,3,1.4,4,0,3,8.7,6.9,7.9,36,182
11,127,3,1.4,4,4,3,7.9,6.3,7.2,39,166
11,128,3,1.4,4,4,3,8.5,6.9,7.8,36,179
11,129,3,1.4,4,0,3,8.7,6.9,7.9,36,182
11,129,3,1.4,4,4,3,7.6,5.9,6.8,42,156
11,130,3,1.4,4,4,3,8.5,6.9,7.8,36,179
11,132,9,1.4,4,1,3,10.0,7.2,8.7,32,200
11,132,9,1.4,4,4,3,9.3,7.2,8.4,34,193
12,426,1,2.0,4,3,3,5.6,6.4,6.0,47,138
12,734,14,4.6,8,0,3,17.7,14.4,16.2,17,373
12,735,15,4.6,8,0,3,18.6,14.6,16.8,17,386
12,740,11,2.0,4,0,3,11.3,7.9,9.8,29,225
12,740,11,3.5,6,2,3,12.6,8.7,10.8,26,248
12,742,11,3.5,6,2,3,13.3,9.3,11.5,25,264
12,742,11,3.7,6,2,3,13.7,10.4,12.2,23,281
12,773,11,1.6,4,2,3,10.4,7.4,9.1,31,209
12,773,11,2.0,4,2,3,10.9,8.0,9.6,29,221
12,773,11,2.5,4,2,3,10.9,7.5,9.4,30,216
12,774,11,1.6,4,2,3,10.5,7.9,9.3,30,214
12,774,11,2.0,4,2,3,11.2,8.5,10.0,28,230
12,777,12,5.4,8,0,3,18.2,13.3,16.0,18,368
12,780,12,2.0,4,0,3,11.8,8.3,10.2,28,235
12,781,12,3.5,6,2,3,14.8,10.7,13.0,22,299
12,783,12,3.5,6,2,3,13.7,9.7,11.9,24,274
12,783,12,3.5,6,2,1,18.3,12.9,15.9,18,254
12,784,12,3.5,6,2,3,14.3,10.3,12.5,23,288
12,784,12,3.5,6,2,1,18.9,13.9,16.7,17,267
12,820,6,3.5,6,0,3,14.5,10.6,12.7,22,292
12,820,6,3.5,6,2,3,14.6,10.6,12.8,22,294
12,820,6,6.2,8,2,3,18.3,12.9,15.9,18,366
12,823,6,3.5,6,0,3,15.9,11.3,13.8,20,317
12,823,6,3.5,6,2,3,15.4,11.0,13.4,21,308
12,828,6,3.7,6,0,3,14.0,10.3,12.3,23,283
12,828,6,3.7,6,0,1,18.8,13.7,16.5,17,264
12,828,6,3.7,6,2,3,14.0,10.3,12.3,23,283
12,828,6,3.7,6,2,1,18.8,13.7,16.5,17,264
12,828,6,5.0,8,0,3,16.4,12.3,14.6,19,336
12,828,6,5.0,8,2,3,16.4,12.3,14.6,19,336
12,831,6,3.7,6,0,3,15.0,11.4,13.4,21,308
12,831,6,3.7,6,2,3,15.0,11.4,13.4,21,308
12,831,6,5.0,8,0,3,16.8,12.6,14.9,19,343
12,831,6,5.0,8,2,3,16.7,12.5,14.8,19,340
12,872,10,1.6,4,2,3,8.5,6.5,7.6,37,175
12,872,10,1.6,4,4,3,8.6,6.4,7.6,37,175
12,873,10,1.0,4,4,3,7.5,5.5,6.6,43,152
12,873,10,1.6,4,2,3,8.0,5.8,7.0,40,161
12,874,0,1.6,4,4,3,8.9,6.8,8.0,35,184
12,877,12,3.5,6,2,3,13.2,9.4,11.5,25,264
12,878,12,3.5,6,2,3,13.7,10.2,12.1,23,278
12,879,12,3.5,6,2,3,14.8,10.4,12.8,22,294
12,882,0,2.0,4,4,3,10.2,7.4,8.9,32,205
12,884,0,2.0,4,0,3,8.8,6.4,7.7,37,177
12,884,0,2.0,4,0,1,11.7,8.5,10.3,27,165
12,884,0,2.0,4,2,3,8.9,6.4,7.8,36,179
12,884,0,2.0,4,2,1,11.7,8.5,10.3,27,165
12,884,0,2.0,4,4,3,9.1,6.6,8.0,35,184
12,884,0,2.0,4,4,1,11.9,8.9,10.6,27,170
12,886,0,2.0,4,0,3,8.4,5.8,7.2,39,166
12,886,0,2.0,4,0,1,11.6,8.3,10.1,28,162
12,899,2,1.5,4,2,3,10.1,6.6,8.5,33,196
12,899,2,1.6,4,4,3,9.4,6.4,8.1,35,186
12,899,2,2.0,4,2,3,10.5,7.1,9.0,31,207
12,899,2,2.5,4,2,3,10.5,7.0,8.9,32,205
12,900,2,1.5,4,2,3,9.5,6.3,8.1,35,186
12,901,2,2.0,4,2,3,10.9,7.5,9.4,30,216
12,1228,10,3.7,6,0,3,12.1,7.8,10.2,28,235
12,1228,10,3.7,6,4,3,12.7,8.1,10.6,27,244
12,1228,10,5.0,8,0,3,13.3,9.3,11.5,25,264
12,1228,10,5.0,8,4,3,15.4,9.4,12.7,22,292
12,1228,10,5.8,8,4,4,15.9,9.9,13.2,21,304
12,1230,10,3.7,6,0,3,12.5,8.2,10.6,27,244
12,1712,1,2.0,4,2,3,10.5,7.3,9.1,31,209
12,1713,1,3.5,6,2,3,13.7,9.4,11.8,24,271
12,1714,1,3.5,6,2,3,12.1,8.1,10.3,27,237
12,1714,1,3.5,6,2,1,17.0,11.1,14.3,20,229
12,1715,1,3.5,6,2,3,13.0,9.1,11.2,25,258
12,1715,1,3.5,6,2,1,18.4,12.5,15.7,18,251
12,1734,7,1.6,4,2,3,10.8,8.0,9.5,30,218
12,1734,7,2.5,4,2,3,11.3,8.2,9.9,29,228
12,1735,7,1.6,4,2,3,11.5,8.3,10.1,28,232
12,1738,7,2.5,4,2,3,11.9,8.5,10.4,27,239
14,260,12,3.6,6,0,3,14.3,9.9,12.3,23,283
14,261,12,3.6,6,0,3,14.9,10.4,12.9,22,297
14,1575,14,4.3,6,0,3,17.1,12.7,15.1,19,347
14,1575,14,5.3,8,0,3,18.0,13.4,15.9,18,366
14,1576,14,5.3,8,0,3,18.3,14.2,16.5,17,380
14,1577,14,5.3,8,0,3,18.6,13.9,16.5,17,380
14,1578,14,5.3,8,0,3,18.3,14.2,16.5,17,380
14,1579,15,5.3,8,0,3,18.6,13.9,16.5,17,380
14,1580,15,5.3,8,0,3,18.3,14.2,16.5,17,380
14,1591,6,4.3,6,0,3,13.4,9.9,11.8,24,271
14,1591,6,4.3,6,0,1,18.9,14.2,16.8,17,269
14,1591,6,5.3,8,0,3,14.6,10.3,12.7,22,292
14,1591,6,5.3,8,0,1,19.5,13.7,16.9,17,270
14,1591,6,6.2,8,0,4,16.3,11.4,14.1,20,324
14,1592,6,4.3,6,0,3,14.2,10.6,12.6,22,290
14,1592,6,5.3,8,0,3,14.9,10.6,13.0,22,299
14,1592,6,6.2,8,0,4,16.4,11.7,14.3,20,329
14,1716,11,2.4,4,0,3,10.5,7.3,9.1,31,209
14,1716,11,3.6,6,0,3,13.9,9.6,12.0,24,276
14,1716,11,3.6,6,0,1,18.8,13.1,16.2,17,259
14,1717,11,2.4,4,0,3,11.5,8.2,10.0,28,230
14,1717,11,3.6,6,0,3,14.8,9.9,12.6,22,290
14,1717,11,3.6,6,0,1,19.8,13.6,17.0,17,272
14,1965,12,5.3,8,0,3,16.0,11.1,13.8,20,317
14,1966,12,5.3,8,0,3,16.0,11.1,13.8,20,317
14,1969,12,6.2,8,0,4,17.0,11.8,14.7,19,338
14,1970,12,6.2,8,0,4,18.8,13.4,16.4,17,377
14,1972,12,5.3,8,0,3,16.0,11.1,13.8,20,317
14,1973,12,5.3,8,0,3,16.0,11.1,13.8,20,317
15,263,2,2.4,4,3,3,9.0,6.6,7.9,36,182
15,263,2,2.4,4,3,3,9.1,6.9,8.1,35,186
15,263,2,2.4,4,4,3,10.1,6.9,8.7,32,200
15,263,2,3.5,6,0,3,11.0,6.8,9.1,31,209
15,263,2,3.5,6,2,3,11.4,7.3,9.6,29,221
15,263,2,3.5,6,4,3,13.0,8.4,10.9,26,251
15,484,0,1.8,4,3,3,7.9,6.0,7.0,40,161
